file_id,rf
j_1609082,5
j_1609256,2
j_1609961,4
j_1610052,3
j_1610260,5
j_1610630,0
j_1611062,4
j_1611469,3
j_1611530,5
j_1613847,3
j_161451,3
j_1614542,0
j_1614664,2
j_1614881,0
j_1615151,5
j_161523,3
j_1615243,5
j_1615429,2
j_1615524,0
j_161667,3
j_161671,0
j_1617173,5
j_1617239,0
j_161743,2
j_1618447,5
j_1619045,5
j_161935,5
j_1619705,5
j_1619780,5
j_1619989,3
j_1620184,5
j_1621200,3
j_1621446,3
j_1621532,3
j_1622386,4
j_1622485,0
j_1622792,3
j_1622813,4
j_1623027,4
j_1624129,4
j_1624329,2
j_1624761,5
j_1624808,5
j_1625643,3
j_1625929,5
j_1626086,4
j_162617,3
j_1627261,5
j_1627559,5
j_162782,3
j_16288,5
j_1629248,0
j_1629752,5
j_1630409,3
j_1630415,3
j_163042,0
j_1631383,3
j_1631449,5
j_1631564,5
j_163161,5
j_1631835,0
j_1631873,5
j_1631879,3
j_1632343,4
j_1632351,5
j_1632487,5
j_1633336,5
j_1633595,0
j_1633712,3
j_1633747,4
j_1634411,4
j_1634638,5
j_1634826,4
j_1634943,4
j_1635105,3
j_1635809,4
j_1635911,3
j_163618,3
j_163636,5
j_1636376,5
j_1636475,5
j_1638942,3
j_164018,3
j_1640324,3
j_1640557,3
j_1641336,5
j_1641679,5
j_1642596,0
j_1642688,0
j_1643154,0
j_1643191,5
j_1643257,3
j_1643310,5
j_1643795,5
j_1644200,3
j_1644284,5
j_164431,0
j_1644328,4
j_1644329,4
j_1644493,0
j_1644598,2
j_1645200,4
j_1645461,3
j_1645462,5
j_1645759,3
j_1645885,5
j_1647366,5
j_1648299,3
j_1648307,5
j_164870,4
j_1648707,3
j_1648770,3
j_1649225,5
j_1649528,5
j_1649788,4
j_1649860,3
j_1650870,3
j_1651008,3
j_1651227,4
j_1651386,3
j_1651639,0
j_1651828,3
j_1651950,5
j_1652061,3
j_165251,5
j_1652513,0
j_1653377,5
j_1653591,4
j_1653764,3
j_165385,5
j_1654112,5
j_1654350,0
j_1654788,2
j_1654894,4
j_1655046,3
j_1655149,5
j_165569,0
j_1656248,2
j_1656270,4
j_1656730,3
j_1657500,4
j_165765,3
j_1657962,3
j_1658040,5
j_1658403,3
j_165873,5
j_1658765,5
j_1659078,5
j_1659565,3
j_1659877,4
j_1659902,5
j_1660081,4
j_1660568,5
j_1660843,3
j_1660938,4
j_166135,3
j_1661462,4
j_166167,3
j_1661724,5
j_1662349,0
j_166251,3
